Date;AIG;ALL;BRK;MET;PRU;BAC;C;GS;JPM;LEH;MS;AXP;BK;COF;PNC;STT;USB;WFC;FMCC;FNMA
24.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
25.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
26.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
27.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28.04.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
04.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
05.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
17.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
18.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
19.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
22.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
23.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
24.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
25.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
26.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
29.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
31.05.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
05.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
19.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
21.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
22.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
23.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
26.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
27.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
29.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30.06.00;32.378,00;14.894,00;9.894,17;73.706,00;64.985,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03.07.00;32.757,00;15.880,00;9.602,61;75.103,00;65.241,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
04.07.00;32.757,00;15.880,00;9.602,61;75.103,00;65.241,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
05.07.00;32.757,00;15.880,00;9.602,61;75.103,00;65.241,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.07.00;32.757,00;15.880,00;9.602,61;75.103,00;65.241,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07.07.00;32.757,00;15.880,00;9.602,61;75.103,00;65.241,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10.07.00;32.757,00;15.880,00;9.602,61;75.103,00;65.241,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11.07.00;32.757,00;15.880,00;9.602,61;75.103,00;65.241,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12.07.00;32.757,00;15.880,00;9.602,61;75.103,00;65.241,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13.07.00;32.757,00;15.880,00;9.602,61;75.103,00;65.241,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
